contract_address,chain,current_reason,detection_method,deployer_address,is_contract,is_verified,contract_name,implementation_name,public_tags,private_tags,token_name,token_symbol,token_type,holders_count,market_cap_usd,coingecko_url,deployer_public_tags,deployer_private_tags,preliminary_verdict,deployer_confirmed_count,has_bytecode_cache,bytecode_flags,drain_count,drain_tx_count,drain_ratio,reason_class,deployer_oli_tag_count,phase_b_verdict,frameworks_matched,source_chars,deployer_other_fp_count,tx_count_phasec,distinct_interactors_phasec,revert_rate_phasec,phase_c_verdict,phase_c_rationale
0x5427218e80f9db41a58d9d4bf380b1b404bea2fa,base,Behavioral confirmation: bot 0xdc9bcd2ad382d0a84ee51d6501bee8ca4525612f trapped in tx c179e59712fe1b258cb98c5bf0a29ac272,bytecode_pattern,0xa59bf63c94a527ae5f245ffdc91893f85a4e6db3,True,True,TieredDutilSale,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,OpenZeppelin|OpenZeppelin-Ownable,22445,0,6,2,0.167,LIKELY_FP_FROM_SOURCE,"verified source matches: OpenZeppelin, OpenZeppelin-Ownable"
0x8d9b510dcd56e40e6a3fb575db909b077b9ac9f1,base,Behavioral confirmation: bot 0x19b44aadd16306024ad94892cb93ea558436204e trapped in tx d6c05b97a119b7e683a0f975eac4f9d657,bytecode_pattern,0xa2222149ec9ec132b6570a4f7bb05dd3aed9d790,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,25,3,0.200,STILL_AMBIGUOUS,"interactors=3, tx=25, revert=20.0%, source_chars=0, verified=False"
0x59a00ccc149d42f6e7a5569f05058e3de5452672,base,Self-loop: deployer 0xd62dbb5454ce47a89849ef107efdf07f36540e3f called own contract in reverted tx at block 44631483 (BOT,bytecode_pattern,0xd62dbb5454ce47a89849ef107efdf07f36540e3f,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,self_loop,0,NEEDS_REVIEW,,0,0,80,1,1.000,STILL_AMBIGUOUS,"interactors=1, tx=80, revert=100.0%, source_chars=0, verified=False"
0x839ddfe8b6e64fec6061aa9edf6a840ae1631a4c,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx fbc5534d7497fe07d4880fc1613c738eb8,bytecode_pattern,0x0c12d751b58345a346eb1d9862c084dc4190472e,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,5,2,1.000,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 2 interactors, 5 txs — consistent with narrow honeypot"
0x73821fe90de95d972e2ced04b534a255217a1bb1,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx 7dd99ea79c3b9877998a06ac374ef84677,bytecode_pattern,0x83418055953027abe8534f5432167a21882f94a9,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,5,2,0.200,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 2 interactors, 5 txs — consistent with narrow honeypot"
0x8321d7e55e4a9b0c1c33fd8de73c25e65db32e17,base,Behavioral confirmation: bot 0x5d86a6f0f8e87e6f273389e2d3fa0b5d37fba6d2 trapped in tx ede9fc736fcc6a66fd3ac17db060922165,bytecode_pattern,0x99c6660b311da63a0d748da6720bf127a5ce5795,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,226844,4274,0.002,LIKELY_FP_FROM_ACTIVITY,"diverse activity: 4274 interactors, 226844 txs, 0.2% revert"
0x9cece7fb2956629eb10f287cf2be925e345d67c5,optimism,Self-loop: deployer 0xaeb32c05d15063fe44eae0d70fc08eac6d429fa6 called own contract in reverted tx at block 150196218 (BO,bytecode_pattern,0xaeb32c05d15063fe44eae0d70fc08eac6d429fa6,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,self_loop,0,NEEDS_REVIEW,,0,0,39,1,1.000,STILL_AMBIGUOUS,"interactors=1, tx=39, revert=100.0%, source_chars=0, verified=False"
0x2059ca55a0fe74985b26ee7ffc47582476ce2863,base,Self-loop: deployer 0xaeb32c05d15063fe44eae0d70fc08eac6d429fa6 called own contract in reverted tx at block 44600993 (BOT,bytecode_pattern,0xaeb32c05d15063fe44eae0d70fc08eac6d429fa6,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,self_loop,0,NEEDS_REVIEW,,0,0,41,1,1.000,STILL_AMBIGUOUS,"interactors=1, tx=41, revert=100.0%, source_chars=0, verified=False"
0x8bbabf24694f9e6c1de8bf076aade78b023af8fd,base,Behavioral confirmation: bot 0x7eb63b6dbcdc5adea1cb21340c2f028aaa0a373b trapped in tx 3b8a3dc485d3cf11610741442632e49222,bytecode_pattern,0x0bb14c2b85901310d4c64806f8a25338286a4ab6,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,167,2,0.329,STILL_AMBIGUOUS,"interactors=2, tx=167, revert=32.9%, source_chars=0, verified=False"
0x1213328b55003d0d85d1300f5f79928d6632d4a0,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx ef7c58bc8c419faf36133c2d0a4d75e069,bytecode_pattern,0x19e21180fef7a99a43fd9a4aa61a3d6316ab5eee,True,False,BUIDL Build,,,,BUIDL Build,BUILD,ERC-721,0,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,12,3,0.500,STILL_AMBIGUOUS,"interactors=3, tx=12, revert=50.0%, source_chars=0, verified=False"
0x0c7c9d142cbcd81e22fb3af2c6368372f28d5f4b,arbitrum,Behavioral confirmation: bot 0x1cd45d09b0254e714ca50665f5f1655ec3a76a7c trapped in tx 94f9ab400483c0df0620472c82f4ef269b,bytecode_pattern,0x596cb11f0cc64cb24ab11ac5eab5ee7e32de74b1,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,1705,10,0.960,LIKELY_TP_FROM_REVERT_PROFILE,"10 interactors, 96.0% revert rate — trap signature"
0xca8a097f627ef41be12ebf7433f5b6b8a114d77b,base,Behavioral confirmation: bot 0xc64f67bd1dd685e09f65e5d32c1de7c1ebf55320 trapped in tx 8676bcbefda65f82811ddb31136f3a99d0,deployer_history,0x0a2c3a5b964658eac71819778a9429f1dd3071c2,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,98,8,0.337,STILL_AMBIGUOUS,"interactors=8, tx=98, revert=33.7%, source_chars=0, verified=False"
0xe360f1622571092a966ead8463301c17c991c352,base,Behavioral confirmation: bot 0x19b44aadd16306024ad94892cb93ea558436204e trapped in tx 87b2180cc342cdea61c56f7d1cfa337fb5,bytecode_pattern,0xa2222149ec9ec132b6570a4f7bb05dd3aed9d790,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,170,4,0.076,STILL_AMBIGUOUS,"interactors=4, tx=170, revert=7.6%, source_chars=0, verified=False"
0xc96544b95dfe4f4f0d5744cca704e2e1b11dd9b7,arbitrum,Behavioral confirmation: bot 0x8ba99de89475507ae0137c64b066b34735cc9270 trapped in tx d194bcce1fb500808ba4ecaee38b2625b6,bytecode_pattern,0x809088835c4cf6a1af0de599da08ff355a9723db,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,7,3,1.000,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 3 interactors, 7 txs — consistent with narrow honeypot"
0x3f302248214281d18ddfb4d55b264a1a4eddc4b1,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx ca72f561dbb7dc8872a54ab83baf5b86cf,bytecode_pattern,0x85589fb42b811773d5826cf270dd6c477c57ad6b,True,True,Token,,,,OneFootball Credits,OFC,ERC-20,0,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,,6824,0,9,8,0.111,STILL_AMBIGUOUS,"interactors=8, tx=9, revert=11.1%, source_chars=6824, verified=True"
0xd5d637c15b54ebbf9d17136d956d3715986663ae,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx 85cc6678fa3b63d879bd4d62e2ab45afa3,deployer_history,0x7d501ac2f75b01e132e667f124be8acf1ce546d4,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,6,1,1.000,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 1 interactors, 6 txs — consistent with narrow honeypot"
0xdecc8d7de2777ae4f8c37e3758d9eee09dcf38fd,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx d1c72544e15e02da9d763954f4a4eab11e,bytecode_pattern,0x41be5900c4c4a8772c99b0cd78c21a3f68b81f5e,True,True,Token,,,,MOONDOGE (moondoge.world),MOONDOGE,ERC-20,1,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,,6824,0,8,6,0.125,STILL_AMBIGUOUS,"interactors=6, tx=8, revert=12.5%, source_chars=6824, verified=True"
0x2f805fba291b1e9467643a39ded67228091995f3,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx 4cdaced33aef35fce64a6b0c3bc1f7372f,bytecode_pattern,0x113a11e4a81a62cc3dba760d3dffa7cb0bacfb8b,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,13,2,0.923,STILL_AMBIGUOUS,"interactors=2, tx=13, revert=92.3%, source_chars=0, verified=False"
0x2c259d3015dbfa25bfee72baf91f23b3591a593a,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx 63600462f4861726b04cb6e9a03f6951b9,bytecode_pattern,0x4ec24ee62af3374ccba3365af44d98b01edb5de3,True,True,Token,,,,iShares MSCI Japan ETF (Derivatives),EWJ,ERC-20,2,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,,6824,0,5,4,0.200,STILL_AMBIGUOUS,"interactors=4, tx=5, revert=20.0%, source_chars=6824, verified=True"
0xaeac0e69f6d2f6d88149cdca003c1689c9ed9eb8,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx 42ae8eeb1986172c636a81484314e29b83,bytecode_pattern,0x4cb2c0b892c6d618976e35f52903cb63d08e526d,True,True,EVMToken,,,,Laser Eagle,🦅LSEG,ERC-20,2,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,ERC20-interface,18234,0,6,3,0.167,LIKELY_FP_FROM_SOURCE,verified source matches: ERC20-interface
0xa4c738f7389c3d7eceb7e000f2f820814591a100,base,Behavioral confirmation: bot 0xcffdfadd06b92880603dcca5fdfab4aa4cd04330 trapped in tx 52c0a28851e37ce8811fd0e7750eddef01,bytecode_pattern,0x614737b68f3b7fa65a165c4057c2412d4a3a9271,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,15,2,0.133,STILL_AMBIGUOUS,"interactors=2, tx=15, revert=13.3%, source_chars=0, verified=False"
0xcce968d27657ad0d80defb48d71867b687656a43,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx d1ffdaa3c603cee42fa7c4c37c521a24fc,bytecode_pattern,0xf79156018e66177d7ef2a597c5ab31eb11e96c1a,True,True,Token,,,,BurnDog,BDOG,ERC-20,1,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,,6824,0,11,7,0.273,STILL_AMBIGUOUS,"interactors=7, tx=11, revert=27.3%, source_chars=6824, verified=True"
0xfed9c78371a2694683eac531b1df5bdb59e929c2,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx 8c198f7c8a5c743e576303998f52d717a7,bytecode_pattern,0xecc43de40c635d8978b9ac3691b1026e8c400d82,True,True,Token,,,,龙虾 (Lobster),龙虾,ERC-20,2,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,,6824,0,12,8,0.250,STILL_AMBIGUOUS,"interactors=8, tx=12, revert=25.0%, source_chars=6824, verified=True"
0x9b736073160f42714b9988f1e76680ddf77f29d8,base,Behavioral confirmation: bot 0x1a1d939b2ee78756d81e6ad1638911bc8eaf63be trapped in tx ca75f6c3d1f5fbef352e707ca0d2a51840,bytecode_pattern,0xee5787409286bd7c515909ef33e221489d0754da,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,27,2,0.148,STILL_AMBIGUOUS,"interactors=2, tx=27, revert=14.8%, source_chars=0, verified=False"
0xabbd8748acc1ca2abc3fa5933efe2cb1cdf7b8f1,arbitrum,Behavioral confirmation: bot 0xcd20fe6e10838d8aec242e0438a65c3d704d3e3d trapped in tx 43ebbad52102fcdeed0a9ef3c39ff24374,deployer_history,0xc5d133296e17ba25df0409a6c31607bf3b78e3e3,True,False,,,,,,,,,,,,,NEEDS_REVIEW,2,False,,0,0,,behavioral,1,NEEDS_REVIEW,,0,0,97,2,0.010,STILL_AMBIGUOUS,"interactors=2, tx=97, revert=1.0%, source_chars=0, verified=False"
0x1bd9cf0b94163dc274ba17e87291ba8a85226e11,base,Behavioral confirmation: bot 0xc67179e6eaeadca028a83e0994bccd052546c07d trapped in tx 9a244b07ed80c8badc8c0b7abb92822975,bytecode_pattern,0x7631326866e04b5c8e48c647b4ffaa56514b2e63,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,254,9,0.079,STILL_AMBIGUOUS,"interactors=9, tx=254, revert=7.9%, source_chars=0, verified=False"
0xfe05a509f58028fae7d4bc003c76edc8da625608,base,Behavioral confirmation: bot 0xead1c966522fd4f1258425b7562c70e15b5798ec trapped in tx cb7fbe3624d020bfb37b88386b243c82c5,bytecode_pattern,0x7631326866e04b5c8e48c647b4ffaa56514b2e63,True,True,SchellGame,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,ERC20-interface|OpenZeppelin|OpenZeppelin-ERC20|OpenZeppelin-Ownable,99808,0,46254,15,0.000,LIKELY_FP_FROM_SOURCE,"verified source matches: ERC20-interface, OpenZeppelin, OpenZeppelin-ERC20, OpenZeppelin-Ownable"
0xbe36d0e151f0c74a4719544e0792e7b01e2f3423,arbitrum,Behavioral confirmation: bot 0x325433c35ba663059db37087610c5194bc1f6865 trapped in tx e23d8d2cb283e2d41e86a3a11465e576e7,deployer_history,0x468c700a07f781016fc01f110f325c352edf7c98,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,7065,101,0.097,LIKELY_FP_FROM_ACTIVITY,"diverse activity: 101 interactors, 7065 txs, 9.7% revert"
0xf6f996663f1fc86fe18b4fb335860f034cf2070a,base,Behavioral confirmation: bot 0x52391ea6438480753c5ae18f726632f570fe0ae0 trapped in tx 40b0cb879313228862024d839d58dbf987,bytecode_pattern,0x2ce5ff20a54c736e98098b1f2b3f277f0d154bf5,True,False,EG,,,,EG,EG,ERC-20,93,,,,,NEEDS_REVIEW,0,False,,139,19,7.32,behavioral,0,NEEDS_REVIEW,,0,0,1976,148,0.002,LIKELY_FP_FROM_ACTIVITY,"diverse activity: 148 interactors, 1976 txs, 0.2% revert"
0xc0346da757aa1ffecf3f0a8350d2c5b0db7b6709,base,Behavioral confirmation: bot 0x7f2814ff3eab6ba5489f54e5b0b034b0d8463a5c trapped in tx ec346258f55c4eecc06f61c7bff5141b37,bytecode_pattern,0xde61fb59edbfa45be7a36bf8a054ff8af45ebe0f,True,True,MerkleDistributorWithDeadline,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,ERC20-interface|OpenZeppelin|OpenZeppelin-ERC20|OpenZeppelin-Ownable,52028,0,6,5,0.167,LIKELY_FP_FROM_SOURCE,"verified source matches: ERC20-interface, OpenZeppelin, OpenZeppelin-ERC20, OpenZeppelin-Ownable"
0x2bfd3710b4dbe6b62653920ec5ee7c0ec0ac8ba3,base,Self-loop: deployer 0xd62dbb5454ce47a89849ef107efdf07f36540e3f called own contract in reverted tx at block 44646859 (BOT,bytecode_pattern,0xd62dbb5454ce47a89849ef107efdf07f36540e3f,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,self_loop,0,NEEDS_REVIEW,,0,0,667,1,1.000,STILL_AMBIGUOUS,"interactors=1, tx=667, revert=100.0%, source_chars=0, verified=False"
0xa60ac54e18739f1c4681409383dcf881de3efabe,arbitrum,Behavioral confirmation: bot 0x6626735e51b34119f971d29241f2bbcded57cc78 trapped in tx 954c6b92f0d031df79fbc71c262210e663,deployer_history,0x00c2796b3ad3369d604e009d75204d7a15cc584b,True,True,Diamond,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,ERC20-interface|OpenZeppelin|OpenZeppelin-AccessControl|OpenZeppelin-ERC20|OpenZeppelin-Ownable,601955,0,214,7,0.079,LIKELY_FP_FROM_SOURCE,"verified source matches: ERC20-interface, OpenZeppelin, OpenZeppelin-AccessControl, OpenZeppelin-ERC20, OpenZeppelin-Ownable"
0xbb5a731b16ffde52555e3941c35015916d61998b,base,Behavioral confirmation: bot 0x3a02a29fd173ed251485515cd67f03942f7340ae trapped in tx 713dfddc878e5d3d441ea03aa9b06d4736,bytecode_pattern,0x856c01323906b21f42e6de7d81e07ac1e3f15083,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,42877,198,0.137,LIKELY_FP_FROM_ACTIVITY,"diverse activity: 198 interactors, 42877 txs, 13.7% revert"
0x3a10593bbe34ab4841e4350eececd616717e1707,base,Behavioral confirmation: bot 0x00000000c242f647fbb77a1a83829310eba5eb2f trapped in tx 5f3fbbe62451d794b1c2b0d066fd931758,bytecode_pattern,0x9ce9a03786d7cb54f2431d62cb979738f5946133,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,342441,48,0.725,STILL_AMBIGUOUS,"interactors=48, tx=342441, revert=72.5%, source_chars=0, verified=False"
0x28d89489d86373006466fdb5e736d21626dcc4b8,arbitrum,Behavioral confirmation: bot 0x343c3928d65920bf2001593e4d8d866db5f88888 trapped in tx 006fcd19202bbfc8833fadee11109377b4,bytecode_pattern,0x0c6a3bf950c60a7e77ad8380988af6ed234cc5a0,True,True,MEVExecutor,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,4450,0,59,3,0.322,STILL_AMBIGUOUS,"interactors=3, tx=59, revert=32.2%, source_chars=4450, verified=True"
0xbc12b6d606fb53311290f38b76b4780f4324e41b,base,Behavioral confirmation: bot 0x213490a7c0e1681ad4239fbbe829994aeeecd193 trapped in tx 67e67da9893525142c1ed9c38ff41a8336,bytecode_pattern,0x021868f2e3d49c059ef52b539aaa933b437e0321,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,2,2,0.500,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 2 interactors, 2 txs — consistent with narrow honeypot"
0xe9a4737fee728bf14e0c4c87ef25c2ab70d1296b,base,Behavioral confirmation: bot 0x64f2d8f82be4e7fae541ae674900fc6a2dc847fd trapped in tx ef22983ff5b27c46d246e27b90ed1d985b,deployer_history,0x495fb7ddd383be8030efc93324ff078f173eab2a,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,53,3,0.113,STILL_AMBIGUOUS,"interactors=3, tx=53, revert=11.3%, source_chars=0, verified=False"
0x471a499950b5b81dff82fdd8dd7627b6b4987fad,base,Behavioral confirmation: bot 0x65417a543a3de03c76616cbca45ce416a2a1dab1 trapped in tx 1b416fa1dc796cd0d992ea6f27d1183052,bytecode_pattern,0x980ddb04c54979b3ed23df4a7dbc7049b7d0d686,True,False,SOTA Deflat v2 (Base),,,,SOTA Deflat v2 (Base),SDEF2,ERC-20,5,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,327,10,0.046,STILL_AMBIGUOUS,"interactors=10, tx=327, revert=4.6%, source_chars=0, verified=False"
0x4f835c9f54bcf17daf9040f60cb72951ccbb49dd,base,Behavioral confirmation: bot 0xe35b01d8ea27cbc6e3b8f97ba7ce994e9739acf7 trapped in tx 38ad0fc4f54b04eb7bdd1ced935ad03b30,bytecode_pattern,0xf9572bdf7da594a8a92cc33142f0f053eb6ff03f,True,True,Robot Money USDC,,,,Robot Money USDC,rmUSDC,ERC-20,1,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,STILL_NEEDS_REVIEW,ERC20-interface|OpenZeppelin|OpenZeppelin-AccessControl|OpenZeppelin-ERC20,195462,0,22,4,0.091,LIKELY_FP_FROM_SOURCE,"verified source matches: ERC20-interface, OpenZeppelin, OpenZeppelin-AccessControl, OpenZeppelin-ERC20"
0xded3a04612ff12b57317abe38e68026fc9d28114,arbitrum,Behavioral confirmation: bot 0x73b7e354685c0ef327fa51287a2589d6d64daae8 trapped in tx 5cd7f6eae357319da3b29787ae34fd81de,deployer_history,0xf456a36b04b0951cd19d6d8aa0c0b3b0a07f9ff2,True,True,TransparentUpgradeableProxy,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,OpenZeppelin-Ownable,35397,0,69,32,0.058,LIKELY_FP_FROM_SOURCE,verified source matches: OpenZeppelin-Ownable
0xc774f30484818f06a261a89a1d66367e6bbe3e5a,arbitrum,Behavioral confirmation: bot 0x14964d7ca5bbc0b534825499f876130256df44ff trapped in tx 9257e763c7577cc46bd6c82ce8b58ed300,deployer_history,0xf456a36b04b0951cd19d6d8aa0c0b3b0a07f9ff2,True,True,AlchemistRouter,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,ERC20-interface|OpenZeppelin|OpenZeppelin-ERC20,119140,0,66,25,0.015,LIKELY_FP_FROM_SOURCE,"verified source matches: ERC20-interface, OpenZeppelin, OpenZeppelin-ERC20"
0x2ba13dcef724ae14f1c508e1d4041ba32ae299a5,arbitrum,Behavioral confirmation: bot 0x88884606cebf8ca5b3dc82762ee48eed15888888 trapped in tx d3bf063154f123e493e934a158fc4bf2b6,bytecode_pattern,0x4f461e7f7691512419b791993ba716f6f3ead893,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,8,2,1.000,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 2 interactors, 8 txs — consistent with narrow honeypot"
0x6d09a6c8c4ec207361bb7cbe18c37c94c053c740,arbitrum,Behavioral confirmation: bot 0xc1c17cd6bb99f1c7ac36cb058337d9826d84f5fa trapped in tx 5a4f7a814f86110abcb6c4ac33feb919c0,deployer_history,0xcadf9ebe57ce822cb4f2f36c514599f7b4f98154,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,1,1,1.000,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 1 interactors, 1 txs — consistent with narrow honeypot"
0xcacb648149c3b4e407de1b141be8d5b5518b0f3e,base,Behavioral confirmation: bot 0x63e7bd3560efab6aad6c4305810e076f80c5027f trapped in tx a33678925354580f4686e4b13d47ab8e00,bytecode_pattern,0x32df289e1564c14a8b79c0a8d1c9c8a627d5e180,True,False,BitcoinHyper,,,,BitcoinHyper,HYPER,ERC-20,39,,,,,NEEDS_REVIEW,0,False,,1,1,1.00,behavioral,0,NEEDS_REVIEW,,0,0,8,3,0.125,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 3 interactors, 8 txs — consistent with narrow honeypot"
0xc70f7d0dfe687ad9e5e2fcdd1faf0d5b175b81f9,base,Behavioral confirmation: bot 0xa9396e3fd5e18a09b285c6708f68444ecbcfcfa3 trapped in tx 6a471a025b6aa376c348ce5af79ac2ddba,bytecode_pattern,0x2c58f853b21becbf9abb59995c7ae33a6750bd0b,True,True,OracleTreasuryV17,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,3043,0,4057,110,0.000,LIKELY_FP_FROM_ACTIVITY,"diverse activity: 110 interactors, 4057 txs, 0.0% revert"
0x71ee6e6315000feca89d1e4cc3ac31825db20171,base,Behavioral confirmation: bot 0xadaf6cdc16d2cf9976b8eca9100e02d93bccba5c trapped in tx 2c0a2662b6b96d01215a1220893df31395,bytecode_pattern,0x4d333ea3a1130ca2857899094709ac008cbab572,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,151554,14,1.000,LIKELY_TP_FROM_REVERT_PROFILE,"14 interactors, 100.0% revert rate — trap signature"
0x59eb70f7cd16f63a9e81aebe3dd10d4cfa4f0319,base,Behavioral confirmation: bot 0x8f079761078bdf2c8143b431857046586fc26f3a trapped in tx 27da1f9821f1ad44c84bd897d852b5a24c,deployer_history,0x0780b1456d5e60cf26c8cd6541b85e805c8c05f2,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,333,5,0.078,STILL_AMBIGUOUS,"interactors=5, tx=333, revert=7.8%, source_chars=0, verified=False"
0x01ef44f505188d4d65f22d46e175c30ef65aefaa,base,Behavioral confirmation: bot 0x40a2cf8301caa11e888b193038c21d2fd0f2b116 trapped in tx 8da7472c7a64f2786894f297f2961e29a2,bytecode_pattern,0x58b680c580fd68cd896d8466768c4e85011a7f5c,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,4,2,0.250,LIKELY_TP_FROM_LOW_ACTIVITY,"sparse activity: 2 interactors, 4 txs — consistent with narrow honeypot"
0x5b8ca3260ce325ac402beaed66eb06a617a12f6c,base,Behavioral confirmation: bot 0x18779e54787320ae9ab997f2ba3fc6e31d2a0ac1 trapped in tx 4619672f1616aece56b46a33ff99075147,bytecode_pattern,0xf6c99cec5bd639316a19d2f56afc14bd046d3a90,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW,,0,0,198,8,0.955,LIKELY_TP_FROM_REVERT_PROFILE,"8 interactors, 95.5% revert rate — trap signature"
