contract_address,chain,current_reason,detection_method,deployer_address,is_contract,is_verified,contract_name,implementation_name,public_tags,private_tags,token_name,token_symbol,token_type,holders_count,market_cap_usd,coingecko_url,deployer_public_tags,deployer_private_tags,preliminary_verdict,deployer_confirmed_count,has_bytecode_cache,bytecode_flags,drain_count,drain_tx_count,drain_ratio,reason_class,deployer_oli_tag_count,phase_b_verdict
0xcab6bbbae26226d170aae62c99cab39f45d68cfd,base,BACKFILL: Self-loop detected. Deployer 0xc0dec76000f6c2d32f23d523748e50ebb5bb34a3 called own contract 10 times (8 revert,deployer_history,0xc0dec76000f6c2d32f23d523748e50ebb5bb34a3,True,False,,,,,,,,,,,,,NEEDS_REVIEW,28,False,,0,0,,backfill,0,LIKELY_TP_RECIDIVIST
0xb908ed8efa7e37304602f2782674ee0b6cd19d47,arbitrum,Behavioral confirmation: bot 0x9d7a3eb6f505b8818a9b9402b43cbbff4113fee0 trapped in tx b52ee68174c43964f8af43dd85c2cfb5e8,deployer_history,0xd866b2332d4383c1bf719732177e2d9109c99dbc,True,False,,,,,,,,,,,,,NEEDS_REVIEW,5,False,,0,0,,behavioral,0,LIKELY_TP_RECIDIVIST
0xa4d4e29f5a3d06344724bc6006328643225ad5a0,base,BACKFILL: Self-loop detected. Deployer 0x292052ed5c1fadc712e03afa78d19582a1c31033 called own contract 571 times (567 rev,bytecode_pattern,0x292052ed5c1fadc712e03afa78d19582a1c31033,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,backfill,0,NEEDS_REVIEW
0xef0bddb9036a88398f91cdcaf5f449238e682aad,base,Behavioral confirmation: bot 0x828f40dccd14fad59f7dcfb5c57f3642ec37f89f trapped in tx 2e0f4eace356f894e8581a2b2ac22fec60,bytecode_pattern,0xf5e2845b5bce06129f98f270d3b829c05e956167,True,False,QUACKY,,,,QUACKY,QUACKY,ERC-20,73687,,,,,LIKELY_FP,,,,,,,,,ALREADY_MIGRATED
0xe1e0c60aba566101365bf15bbe64539a250974fd,base,Behavioral confirmation: bot 0xc0ffee8fd2291ab011f1b6786e8b2bc9e13977c3 trapped in tx 5993dc393603bc1bfc1fbc2d9005797ade,deployer_history,0xc0ffeefeed8b9d271445cf5d1d24d74d2ca4235e,True,False,,,,,,,,,,,,,NEEDS_REVIEW,203,False,,0,0,,behavioral,0,LIKELY_TP_RECIDIVIST
0xfa1db59dd8473d8c5ff343c27418c5ebfaed1222,arbitrum,Behavioral confirmation: bot 0xf07c73a94c3426c8bc41559cbefb20549427563d trapped in tx 949906a27969df86b9d6efe379c3759e77,bytecode_pattern,0x2c00cbd0667f791472c2caeb2d42d091141ec79c,True,False,,,,,,,,,,,,,NEEDS_REVIEW,0,False,,0,0,,behavioral,0,NEEDS_REVIEW
0x95cdb520c817543d0923cc4eaa7e1a9e6887067a,base,Behavioral confirmation: bot 0xc0ffeef2a20f16d8ef3f88206dff938915be44d5 trapped in tx a66e0e67e934a7296ad55378bd25b63690,bytecode_pattern,0xc0ffeefeed8b9d271445cf5d1d24d74d2ca4235e,True,False,,,,,,,,,,,,,NEEDS_REVIEW,203,False,,0,0,,behavioral,0,LIKELY_TP_RECIDIVIST
0x9acf00de6784c173803b1973bc71b5cb62cdb311,base,Self-loop: deployer 0xb1429561d54cf6c93aeca6e41b17a659f6dac28e called own contract in reverted tx at block 45968847 (BOT,bytecode_pattern,0xb1429561d54cf6c93aeca6e41b17a659f6dac28e,True,False,,,,,,,,,,,,,NEEDS_REVIEW,4,False,,0,0,,self_loop,0,LIKELY_TP_RECIDIVIST
0x523f58d62f295ea0cc5f5d26285ac8d4d0c9b3ea,base,Self-loop: deployer 0xb1429561d54cf6c93aeca6e41b17a659f6dac28e called own contract in reverted tx at block 45968851 (BOT,bytecode_pattern,0xb1429561d54cf6c93aeca6e41b17a659f6dac28e,True,False,,,,,,,,,,,,,NEEDS_REVIEW,4,False,,0,0,,self_loop,0,LIKELY_TP_RECIDIVIST
0xccce8eaf258f7647f98e02b265e847f35a4c0049,base,BACKFILL: Self-loop detected. Deployer 0xc0dec76000f6c2d32f23d523748e50ebb5bb34a3 called own contract 5 times (5 reverte,deployer_history,0xc0dec76000f6c2d32f23d523748e50ebb5bb34a3,True,False,,,,,,,,,,,,,NEEDS_REVIEW,28,False,,0,0,,backfill,0,LIKELY_TP_RECIDIVIST
0x093854478eda3848172970754e29c7577d177414,base,BACKFILL: Self-loop detected. Deployer 0xc0dec76000f6c2d32f23d523748e50ebb5bb34a3 called own contract 33 times (18 rever,deployer_history,0xc0dec76000f6c2d32f23d523748e50ebb5bb34a3,True,False,,,,,,,,,,,,,NEEDS_REVIEW,28,False,,0,0,,backfill,0,LIKELY_TP_RECIDIVIST
0x99770a87bd4299967a0d75467a270e7cc3023fab,base,Behavioral confirmation: bot 0x2fc4a696b2f21ced67d834d9e7a3141007f8a05c trapped in tx 3fbaf5a5cb9f3a5bed47778610aea65589,bytecode_pattern,0x2039a3d9498ad736b02062dcf998dd28a3eb8907,True,True,PicksUSD,,,,USD.P,USD.P,ERC-20,8426,,,,,LIKELY_FP,,,,,,,,,ALREADY_MIGRATED
0xc4ef820e21bb52c4623059459e451956718b88eb,optimism,Behavioral confirmation: bot 0xb405d9e8660bcaf9fb9a015d5427ec99ea5679e2 trapped in tx 7f4816d4ff8ba79b27ff54acee489eebc5,deployer_history,0x08b8b9410cba313728d98488a84b90c89fd01a17,True,False,,,,,,,,,,,,,NEEDS_REVIEW,12,False,,0,0,,behavioral,0,LIKELY_TP_RECIDIVIST
0x5c4217d4da66d6c15074c5df6d60aee4c7f9a388,base,BACKFILL: Self-loop detected. Deployer 0x841c78f853e94b9de7894141b47a497ed0e4f606 called own contract 3 times (3 reverte,bytecode_pattern,0x841c78f853e94b9de7894141b47a497ed0e4f606,True,False,,,,,,,,,,,,,NEEDS_REVIEW,5,False,,0,0,,backfill,0,LIKELY_TP_RECIDIVIST
0xa11300f52c8dfd26dbad6b8212ac15982b805c57,base,BACKFILL: Self-loop detected. Deployer 0x841c78f853e94b9de7894141b47a497ed0e4f606 called own contract 3 times (2 reverte,bytecode_pattern,0x841c78f853e94b9de7894141b47a497ed0e4f606,True,False,Reward Pool,,,,Reward Pool,POOL,ERC-20,2,,,,,NEEDS_REVIEW,5,False,,0,0,,backfill,0,LIKELY_TP_RECIDIVIST
0x57a9943d65f51899ed2dd9939b2692d9de9a35ed,base,Behavioral confirmation: bot 0xc0ffeedf9dde81c4b338f960063c35b3e839524b trapped in tx a57c7488fbb2e027fe5f8eee9c1070bede,deployer_history,0xc0ffeefeed8b9d271445cf5d1d24d74d2ca4235e,True,False,,,,,,,,,,,,,NEEDS_REVIEW,203,False,,0,0,,behavioral,0,LIKELY_TP_RECIDIVIST
0x1871cf0defcd1df02e2315f2057dd457ae5dac2f,base,Behavioral confirmation: bot 0x143af2fb7674f1d7a851c5528a933add80574e87 trapped in tx 2a90b479b339f0f3032303c29b798081e0,bytecode_pattern,0x630f9e176ca321f5f0e7b230cb7f035fd3a5014a,True,False,,,,,,,,,,,,,NEEDS_REVIEW,1,False,,0,0,,behavioral,0,NEEDS_REVIEW
0x7cef146d9a4eea74c02c09f57f45815747d7dc07,base,BACKFILL: Self-loop detected. Deployer 0x841c78f853e94b9de7894141b47a497ed0e4f606 called own contract 2 times (1 reverte,deployer_history,0x841c78f853e94b9de7894141b47a497ed0e4f606,True,False,,,,,,,,,,,,,NEEDS_REVIEW,5,False,,0,0,,backfill,0,LIKELY_TP_RECIDIVIST
